#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTNNB1	PIK3R1	1852818	1846375	9606.ENSP00000344456	9606.ENSP00000274335	0	0	0	0	0	0.572	0.900	0.295	0.967
ANAPC13	BUB1B	1853115	1847075	9606.ENSP00000346987	9606.ENSP00000287598	0	0	0	0	0	0.830	0.800	0.127	0.967
IRS1	CBL	1848682	1845465	9606.ENSP00000304895	9606.ENSP00000264033	0	0	0	0	0	0.404	0.900	0.505	0.967
TOP2A	CDK1	1860923	1858283	9606.ENSP00000411532	9606.ENSP00000378699	0	0	0	0	0.887	0.360	0	0.589	0.967
BTRC	AXIN1	1855188	1845118	9606.ENSP00000359206	9606.ENSP00000262320	0	0	0	0	0.053	0.349	0.900	0.538	0.967
LEF1	EP300	1845704	1845316	9606.ENSP00000265165	9606.ENSP00000263253	0	0	0	0	0.117	0.446	0.900	0.417	0.967
CDC42	EGFR	1849707	1846445	9606.ENSP00000314458	9606.ENSP00000275493	0	0	0	0	0	0.125	0.900	0.660	0.967
FGG	ALB	1851932	1847637	9606.ENSP00000336829	9606.ENSP00000295897	0	0	0	0	0.508	0	0.900	0.401	0.967
HDAC4	EP300	1845573	1845316	9606.ENSP00000264606	9606.ENSP00000263253	0	0	0	0	0.122	0.292	0.900	0.541	0.967
SOCS3	IL2	1851244	1843096	9606.ENSP00000330341	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.690	0.967
PLAUR	EGFR	1852201	1846445	9606.ENSP00000339328	9606.ENSP00000275493	0	0	0	0	0	0	0.900	0.691	0.967
FOXO4	CREBBP	1856074	1845124	9606.ENSP00000363377	9606.ENSP00000262367	0	0	0	0	0	0.381	0.900	0.510	0.967
FOXO1	MAPK8	1857055	1853988	9606.ENSP00000368880	9606.ENSP00000353483	0	0	0	0	0.051	0	0.800	0.844	0.967
SMAD3	ACVR1C	1851536	1843668	9606.ENSP00000332973	9606.ENSP00000243349	0	0	0	0	0.073	0.173	0.900	0.626	0.967
PIK3R1	IGF1R	1846375	1845984	9606.ENSP00000274335	9606.ENSP00000268035	0	0	0	0	0	0.547	0.900	0.347	0.967
SMAD2	SERPINE1	1845079	1842959	9606.ENSP00000262160	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.692	0.967
GPI	ALDOA	1860535	1851945	9606.ENSP00000405573	9606.ENSP00000336927	0	0	0	0	0.584	0	0.800	0.644	0.967
CREBBP	ESR1	1845124	1842435	9606.ENSP00000262367	9606.ENSP00000206249	0	0	0	0	0	0.381	0.900	0.516	0.967
HSP90AA1	PPARA	1851814	1845205	9606.ENSP00000335153	9606.ENSP00000262735	0	0	0	0	0	0.394	0.900	0.506	0.967
ERCC4	MSH6	1849305	1843401	9606.ENSP00000310520	9606.ENSP00000234420	0	0	0	0	0.101	0.187	0.900	0.608	0.967
RAD51B	POLK	1861422	1843597	9606.ENSP00000419471	9606.ENSP00000241436	0.173	0	0	0	0.128	0.488	0.900	0.254	0.967
ANAPC11	MAD2L1	1853521	1847745	9606.ENSP00000349957	9606.ENSP00000296509	0	0	0	0	0.052	0.667	0.900	0.105	0.967
IFNG	MAPK1	1843180	1842512	9606.ENSP00000229135	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.684	0.967
AGT	F2	1854424	1849080	9606.ENSP00000355627	9606.ENSP00000308541	0.074	0	0	0	0.454	0.170	0.900	0.337	0.967
MYC	SMAD3	1856789	1851536	9606.ENSP00000367207	9606.ENSP00000332973	0	0	0	0	0	0.360	0.900	0.538	0.967
NCOR1	KAT2B	1846039	1845408	9606.ENSP00000268712	9606.ENSP00000263754	0	0	0	0	0.192	0.054	0.900	0.630	0.967
MYC	SP1	1856789	1851138	9606.ENSP00000367207	9606.ENSP00000329357	0	0	0	0	0	0.370	0.900	0.529	0.967
STAT3	CRP	1845584	1844348	9606.ENSP00000264657	9606.ENSP00000255030	0	0	0	0	0	0	0.900	0.684	0.967
STAT5A	ESR1	1852428	1842435	9606.ENSP00000341208	9606.ENSP00000206249	0	0	0	0	0	0.408	0.900	0.497	0.967
NCOA1	MED1	1850298	1848202	9606.ENSP00000320940	9606.ENSP00000300651	0	0	0	0	0.055	0	0.900	0.685	0.967
SHC1	PTPN6	1860266	1859578	9606.ENSP00000401303	9606.ENSP00000391592	0	0	0	0	0	0.384	0.900	0.510	0.967
RELA	IL2	1858923	1843096	9606.ENSP00000384273	9606.ENSP00000226730	0	0	0	0	0	0.344	0.900	0.541	0.967
LYN	MAPK3	1861765	1845265	9606.ENSP00000428924	9606.ENSP00000263025	0	0	0.358	0.652	0.053	0.527	0.900	0.745	0.967
INHBB	FST	1847554	1844467	9606.ENSP00000295228	9606.ENSP00000256759	0	0	0	0	0	0.100	0.900	0.667	0.967
HDAC1	LEF1	1855935	1845704	9606.ENSP00000362649	9606.ENSP00000265165	0	0	0	0	0.072	0.527	0.900	0.341	0.967
TP53	TIMP3	1846083	1845855	9606.ENSP00000269305	9606.ENSP00000266085	0	0	0	0	0	0	0.900	0.689	0.967
SMAD3	EP300	1851536	1845316	9606.ENSP00000332973	9606.ENSP00000263253	0	0	0	0	0	0.392	0.900	0.510	0.967
MAPK8	CRK	1853988	1848191	9606.ENSP00000353483	9606.ENSP00000300574	0	0	0	0	0.106	0.405	0.900	0.447	0.966
TCF7L2	HDAC2	1862284	1861837	9606.ENSP00000444972	9606.ENSP00000430432	0	0	0	0	0.072	0.508	0.900	0.358	0.966
ESR2	NOS3	1852756	1847875	9606.ENSP00000343925	9606.ENSP00000297494	0	0	0	0	0	0.084	0.900	0.660	0.966
RAD51C	RFC4	1851908	1847705	9606.ENSP00000336701	9606.ENSP00000296273	0.048	0	0	0	0.519	0.171	0.900	0.257	0.966
CDC42	RPS6KB1	1849707	1843035	9606.ENSP00000314458	9606.ENSP00000225577	0	0	0	0	0.054	0.449	0.900	0.431	0.966
RRM2	MCM4	1854033	1845065	9606.ENSP00000353770	9606.ENSP00000262105	0	0	0	0	0.957	0	0	0.249	0.966
CRK	PIK3R1	1848191	1846375	9606.ENSP00000300574	9606.ENSP00000274335	0	0	0	0	0.055	0.601	0.900	0.219	0.966
LYN	MAPK1	1861765	1842512	9606.ENSP00000428924	9606.ENSP00000215832	0	0	0.325	0.664	0.100	0.527	0.900	0.592	0.966
ITGB3	PXN	1845040	1843137	9606.ENSP00000262017	9606.ENSP00000228307	0	0	0	0	0.065	0.396	0.900	0.470	0.966
POLE	CDC6	1850463	1842453	9606.ENSP00000322570	9606.ENSP00000209728	0	0	0	0	0.351	0.054	0.900	0.523	0.966
MTOR	PIK3R1	1854147	1846375	9606.ENSP00000354558	9606.ENSP00000274335	0	0	0	0	0.053	0.372	0.900	0.503	0.966
RPA2	EXO1	1856012	1849472	9606.ENSP00000363021	9606.ENSP00000311873	0	0	0	0	0.216	0.287	0.900	0.469	0.966
POLE	MSH3	1850463	1845686	9606.ENSP00000322570	9606.ENSP00000265081	0	0	0	0	0.711	0.194	0.720	0.552	0.966
TKT	GAPDHS	1860530	1842904	9606.ENSP00000405455	9606.ENSP00000222286	0.309	0	0	0	0.101	0.179	0.882	0.529	0.966
NOTCH1	EP300	1846535	1845316	9606.ENSP00000277541	9606.ENSP00000263253	0	0	0	0	0.079	0.397	0.900	0.470	0.966
BCL2	BID	1851168	1850081	9606.ENSP00000329623	9606.ENSP00000318822	0	0	0	0	0	0.452	0.900	0.441	0.966
IL6	IFNG	1844631	1843180	9606.ENSP00000258743	9606.ENSP00000229135	0	0	0	0	0.053	0	0	0.965	0.966
PEA15	MAPK3	1854014	1845265	9606.ENSP00000353660	9606.ENSP00000263025	0	0	0	0	0.054	0.534	0.900	0.322	0.966
RPA1	CDC6	1844316	1842453	9606.ENSP00000254719	9606.ENSP00000209728	0	0	0	0	0.374	0.094	0.900	0.479	0.966
PTK2	CDC42	1852426	1849707	9606.ENSP00000341189	9606.ENSP00000314458	0	0	0	0	0.058	0	0.900	0.676	0.966
CHEK1	BRCA2	1859362	1857163	9606.ENSP00000388648	9606.ENSP00000369497	0	0	0	0	0.172	0	0.900	0.631	0.966
HEY2	RBPJ	1854786	1852908	9606.ENSP00000357348	9606.ENSP00000345206	0	0	0	0	0	0.071	0.900	0.667	0.966
TNF	TNFAIP3	1860103	1843455	9606.ENSP00000398698	9606.ENSP00000237289	0	0	0	0	0.113	0.359	0.900	0.480	0.966
IL6	IL2	1844631	1843096	9606.ENSP00000258743	9606.ENSP00000226730	0	0	0	0	0	0	0	0.965	0.966
AR	MAPK8	1856164	1853988	9606.ENSP00000363822	9606.ENSP00000353483	0	0	0	0	0	0	0.900	0.681	0.966
BMPR2	SMAD4	1856145	1852473	9606.ENSP00000363708	9606.ENSP00000341551	0	0	0	0	0.057	0.073	0.900	0.657	0.966
CASP3	VIM	1849375	1842995	9606.ENSP00000311032	9606.ENSP00000224237	0	0	0	0	0	0.324	0.900	0.539	0.966
HSD3B2	HSD17B6	1855019	1850063	9606.ENSP00000358424	9606.ENSP00000318631	0	0	0	0	0	0	0.900	0.677	0.966
CD36	ITGA2B	1849038	1845134	9606.ENSP00000308165	9606.ENSP00000262407	0	0	0	0	0	0.324	0.900	0.542	0.966
PIK3CD	GSK3B	1856668	1850681	9606.ENSP00000366563	9606.ENSP00000324806	0	0	0	0	0.055	0.110	0.800	0.824	0.966
RFC5	CHEK1	1860712	1859362	9606.ENSP00000408295	9606.ENSP00000388648	0	0	0	0	0.448	0.137	0.900	0.372	0.966
BCAR1	CBL	1859585	1845465	9606.ENSP00000391669	9606.ENSP00000264033	0	0	0	0	0	0.360	0.900	0.512	0.966
POLD1	ERCC5	1860575	1853241	9606.ENSP00000406046	9606.ENSP00000347978	0	0	0	0	0.200	0.146	0.900	0.566	0.966
HRAS	TP53	1849235	1846083	9606.ENSP00000309845	9606.ENSP00000269305	0	0	0	0	0	0.325	0	0.952	0.966
RHOA	PTK2	1860210	1852426	9606.ENSP00000400175	9606.ENSP00000341189	0	0	0	0	0.053	0	0.900	0.678	0.966
EP300	SMAD2	1845316	1845079	9606.ENSP00000263253	9606.ENSP00000262160	0	0	0	0	0.087	0.392	0.900	0.471	0.966
MAPK8	EP300	1853988	1845316	9606.ENSP00000353483	9606.ENSP00000263253	0	0	0	0	0.053	0.360	0.900	0.508	0.966
PTPN11	MAP2K2	1852389	1845250	9606.ENSP00000340944	9606.ENSP00000262948	0	0	0	0	0.074	0.302	0.900	0.537	0.966
KSR1	HRAS	1850519	1849235	9606.ENSP00000323178	9606.ENSP00000309845	0	0	0	0	0	0.491	0.900	0.397	0.966
PIK3CG	GSK3B	1853801	1850681	9606.ENSP00000352121	9606.ENSP00000324806	0	0	0	0	0.122	0.110	0.800	0.811	0.966
PRKDC	CASP3	1849621	1849375	9606.ENSP00000313420	9606.ENSP00000311032	0	0	0	0	0	0.360	0.900	0.517	0.966
XRCC3	EXO1	1852691	1849472	9606.ENSP00000343392	9606.ENSP00000311873	0.073	0	0	0	0.122	0.292	0.900	0.502	0.966
BMP2	GREM1	1856935	1848154	9606.ENSP00000368104	9606.ENSP00000300177	0	0	0	0	0	0.324	0.900	0.547	0.966
IRS2	IL4	1856394	1843288	9606.ENSP00000365016	9606.ENSP00000231449	0	0	0	0	0.047	0	0.900	0.680	0.966
FN1	FGG	1853098	1851932	9606.ENSP00000346839	9606.ENSP00000336829	0	0	0	0	0.054	0.125	0.900	0.639	0.966
SIN3A	TP53	1854005	1846083	9606.ENSP00000353622	9606.ENSP00000269305	0	0	0	0	0	0.407	0.900	0.483	0.966
CDKN1A	CDKN1B	1843736	1843169	9606.ENSP00000244741	9606.ENSP00000228872	0	0	0	0.764	0	0.599	0.900	0.841	0.966
SHC1	KRAS	1860266	1844404	9606.ENSP00000401303	9606.ENSP00000256078	0	0	0	0	0.055	0.360	0.900	0.510	0.966
CTNNB1	CDC42	1852818	1849707	9606.ENSP00000344456	9606.ENSP00000314458	0	0	0	0	0.067	0.100	0.900	0.650	0.966
SUMO1	HDAC1	1857989	1855935	9606.ENSP00000376076	9606.ENSP00000362649	0	0	0	0	0.055	0	0.900	0.671	0.966
PTEN	MTOR	1855586	1854147	9606.ENSP00000361021	9606.ENSP00000354558	0	0	0	0	0.047	0.396	0	0.945	0.966
PTPN6	JAK1	1859578	1852670	9606.ENSP00000391592	9606.ENSP00000343204	0	0	0	0	0.042	0.460	0.900	0.429	0.966
SMAD9	BMPR2	1857104	1856145	9606.ENSP00000369154	9606.ENSP00000363708	0	0	0	0	0.057	0.073	0.900	0.660	0.966
RFC5	RPA2	1860712	1856012	9606.ENSP00000408295	9606.ENSP00000363021	0	0	0	0	0.397	0.416	0.900	0.131	0.965
EGFR	MAPK1	1846445	1842512	9606.ENSP00000275493	9606.ENSP00000215832	0	0	0	0.632	0	0.503	0.900	0.932	0.965
LYN	STAT1	1861765	1854113	9606.ENSP00000428924	9606.ENSP00000354394	0	0	0	0	0.055	0.117	0.900	0.632	0.965
JUN	TGFB1	1855436	1842869	9606.ENSP00000360266	9606.ENSP00000221930	0	0	0	0	0.048	0	0.900	0.667	0.965
STAT1	MAPK3	1854113	1845265	9606.ENSP00000354394	9606.ENSP00000263025	0	0	0	0	0.054	0.095	0.900	0.641	0.965
ITGB3	VCL	1845040	1842472	9606.ENSP00000262017	9606.ENSP00000211998	0	0	0	0	0.053	0.293	0.900	0.542	0.965
FN1	TGFB1	1853098	1842869	9606.ENSP00000346839	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.671	0.965
ERCC4	FANCD2	1849305	1847078	9606.ENSP00000310520	9606.ENSP00000287647	0	0	0	0	0.100	0	0.900	0.644	0.965
RELA	NR3C1	1858923	1843294	9606.ENSP00000384273	9606.ENSP00000231509	0	0	0	0	0	0.377	0.900	0.484	0.965
AKT1S1	RPS6KB1	1852495	1843035	9606.ENSP00000341698	9606.ENSP00000225577	0	0	0	0	0.053	0	0.900	0.663	0.965
SHC1	MAP2K1	1860266	1848411	9606.ENSP00000401303	9606.ENSP00000302486	0	0	0	0	0.056	0	0.900	0.659	0.965
CDH2	CDON	1846066	1845370	9606.ENSP00000269141	9606.ENSP00000263577	0	0	0	0	0.053	0.370	0.900	0.485	0.965
MYC	DKK1	1856789	1856024	9606.ENSP00000367207	9606.ENSP00000363081	0	0	0	0	0	0	0.900	0.665	0.965
HRAS	IGF1R	1849235	1845984	9606.ENSP00000309845	9606.ENSP00000268035	0	0	0	0	0.046	0.170	0.900	0.619	0.965
MDM2	SUMO1	1861282	1857989	9606.ENSP00000417281	9606.ENSP00000376076	0	0	0	0	0	0.430	0.900	0.449	0.965
FAM175A	RBBP8	1857230	1850507	9606.ENSP00000369857	9606.ENSP00000323050	0	0	0	0	0.053	0.359	0.900	0.505	0.965
CXCR1	CCL5	1847603	1847396	9606.ENSP00000295683	9606.ENSP00000293272	0	0	0	0	0	0	0.900	0.666	0.965
BTRC	PLK1	1855188	1848135	9606.ENSP00000359206	9606.ENSP00000300093	0	0	0	0	0.072	0.429	0.900	0.420	0.965
GADD45A	FOXO3	1855383	1852227	9606.ENSP00000360025	9606.ENSP00000339527	0	0	0	0	0.054	0	0.900	0.659	0.965
NRG1	EGF	1853417	1845705	9606.ENSP00000349275	9606.ENSP00000265171	0	0	0	0	0	0.360	0.900	0.504	0.965
MMP1	PLG	1850481	1849130	9606.ENSP00000322788	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.668	0.965
IRS2	LEP	1856394	1849557	9606.ENSP00000365016	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0.672	0.965
BARD1	BRIP1	1844829	1844657	9606.ENSP00000260947	9606.ENSP00000259008	0	0	0	0	0.126	0.360	0.900	0.454	0.965
CREB1	GSK3B	1859295	1850681	9606.ENSP00000387699	9606.ENSP00000324806	0	0	0	0	0.163	0.360	0.800	0.716	0.965
RPA2	FEN1	1856012	1848737	9606.ENSP00000363021	9606.ENSP00000305480	0	0	0	0	0.478	0.052	0.900	0.392	0.965
NCOR2	RXRG	1858893	1853910	9606.ENSP00000384018	9606.ENSP00000352900	0	0	0	0	0	0.587	0.900	0.231	0.965
SRC	F2	1853652	1849080	9606.ENSP00000350941	9606.ENSP00000308541	0	0	0	0	0	0.111	0.900	0.642	0.965
NFKB1	TNFRSF1A	1843094	1842286	9606.ENSP00000226574	9606.ENSP00000162749	0	0	0	0	0	0.053	0.900	0.666	0.965
MMP9	FOSL1	1855661	1849266	9606.ENSP00000361405	9606.ENSP00000310170	0	0	0	0	0.043	0	0.900	0.668	0.965
CALCA	POMC	1851388	1845600	9606.ENSP00000331746	9606.ENSP00000264708	0	0	0	0	0.055	0	0.900	0.663	0.965
CTNNB1	TBL1X	1852818	1842681	9606.ENSP00000344456	9606.ENSP00000217964	0	0	0	0	0.059	0.600	0.900	0.181	0.965
FLT1	EPAS1	1846791	1845404	9606.ENSP00000282397	9606.ENSP00000263734	0	0	0	0	0.054	0	0.900	0.668	0.965
CASP3	BAX	1849375	1847402	9606.ENSP00000311032	9606.ENSP00000293288	0	0	0	0	0.047	0.329	0	0.950	0.965
AVP	GNRH1	1857196	1846491	9606.ENSP00000369647	9606.ENSP00000276414	0	0	0	0	0.055	0	0.900	0.661	0.965
SLC2A4	INS	1850296	1844030	9606.ENSP00000320935	9606.ENSP00000250971	0	0	0	0	0	0	0	0.965	0.965
SERPING1	KNG1	1846563	1845668	9606.ENSP00000278407	9606.ENSP00000265023	0	0	0	0	0.055	0	0.900	0.660	0.965
IKBKB	AKT1	1861846	1846136	9606.ENSP00000430684	9606.ENSP00000270202	0	0	0	0.649	0.054	0.562	0.900	0.679	0.965
IRS1	MAPK3	1848682	1845265	9606.ENSP00000304895	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.672	0.965
POLD1	XPA	1860575	1856245	9606.ENSP00000406046	9606.ENSP00000364270	0	0	0	0	0.054	0.175	0.900	0.606	0.965
CASP1	IL1A	1860827	1845334	9606.ENSP00000410076	9606.ENSP00000263339	0	0	0	0	0.048	0.360	0.900	0.505	0.965
CHEK1	CDK2	1859362	1845906	9606.ENSP00000388648	9606.ENSP00000266970	0	0	0.449	0.744	0.338	0.292	0.900	0.908	0.965
CYP11B2	HSD17B6	1850775	1850063	9606.ENSP00000325822	9606.ENSP00000318631	0	0	0	0	0	0.095	0.900	0.651	0.965
FZD5	AXIN1	1854166	1845118	9606.ENSP00000354607	9606.ENSP00000262320	0	0	0	0	0.061	0	0.900	0.663	0.965
HIF1A	SERPINE1	1852062	1842959	9606.ENSP00000338018	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.671	0.965
JUN	IL1B	1855436	1845335	9606.ENSP00000360266	9606.ENSP00000263341	0	0	0	0	0.054	0	0.800	0.831	0.965
MAPK7	DUSP3	1849371	1843069	9606.ENSP00000311005	9606.ENSP00000226004	0	0	0	0	0.053	0.498	0.900	0.355	0.965
FZD2	LRP6	1850594	1844891	9606.ENSP00000323901	9606.ENSP00000261349	0	0	0	0	0.054	0	0.900	0.662	0.965
CRHR1	NPS	1858593	1858560	9606.ENSP00000381333	9606.ENSP00000381105	0	0	0	0	0.052	0	0.900	0.664	0.965
IRS1	GHR	1848682	1843268	9606.ENSP00000304895	9606.ENSP00000230882	0	0	0	0	0.053	0.360	0.900	0.491	0.965
EPS15	TFRC	1855539	1853957	9606.ENSP00000360798	9606.ENSP00000353224	0	0	0	0	0.055	0.357	0.900	0.505	0.965
SHC1	CAV1	1860266	1852186	9606.ENSP00000401303	9606.ENSP00000339191	0	0	0	0	0	0	0.900	0.670	0.965
NCOA1	STAT6	1850298	1848146	9606.ENSP00000320940	9606.ENSP00000300134	0	0	0	0	0	0.923	0	0.562	0.965
HRAS	INS	1849235	1844030	9606.ENSP00000309845	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.665	0.965
MAPK3	RAF1	1845265	1844086	9606.ENSP00000263025	9606.ENSP00000251849	0	0	0	0.638	0.063	0.505	0.900	0.886	0.965
TNF	IL2	1860103	1843096	9606.ENSP00000398698	9606.ENSP00000226730	0	0	0	0	0.042	0	0	0.964	0.965
PRF1	IL2	1849900	1843096	9606.ENSP00000316746	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.665	0.965
SMAD4	UBE2I	1852473	1850693	9606.ENSP00000341551	9606.ENSP00000324897	0	0	0	0	0.053	0.592	0.900	0.212	0.965
HSP90AA1	KRAS	1851814	1844404	9606.ENSP00000335153	9606.ENSP00000256078	0	0	0	0	0.054	0.070	0.900	0.653	0.965
MAPK3	TSC2	1845265	1842755	9606.ENSP00000263025	9606.ENSP00000219476	0	0	0	0	0.051	0.329	0.900	0.516	0.965
THBS1	SPARC	1844779	1843274	9606.ENSP00000260356	9606.ENSP00000231061	0	0	0	0	0.042	0.344	0.900	0.510	0.965
KSR1	RAF1	1850519	1844086	9606.ENSP00000323178	9606.ENSP00000251849	0	0	0	0.677	0.054	0.527	0.900	0.869	0.965
CASP8	BID	1853692	1850081	9606.ENSP00000351273	9606.ENSP00000318822	0	0	0	0	0	0.378	0.900	0.484	0.965
RELA	CCND1	1858923	1843117	9606.ENSP00000384273	9606.ENSP00000227507	0	0	0	0	0	0.360	0.900	0.504	0.965
TOP2A	RRM1	1860923	1848209	9606.ENSP00000411532	9606.ENSP00000300738	0.096	0	0	0	0.910	0	0	0.612	0.965
IKBKB	CASP8	1861846	1853692	9606.ENSP00000430684	9606.ENSP00000351273	0	0	0	0	0.130	0.349	0.900	0.456	0.965
PIK3CA	PLCG1	1845446	1843693	9606.ENSP00000263967	9606.ENSP00000244007	0	0	0	0	0.103	0.293	0.900	0.515	0.965
HDAC1	ESR1	1855935	1842435	9606.ENSP00000362649	9606.ENSP00000206249	0	0	0	0	0	0.368	0.900	0.502	0.965
AR	CREBBP	1856164	1845124	9606.ENSP00000363822	9606.ENSP00000262367	0	0	0	0	0	0.381	0.900	0.493	0.965
ETS1	KDR	1858032	1845437	9606.ENSP00000376436	9606.ENSP00000263923	0	0	0	0	0.066	0	0.900	0.658	0.965
LIG3	RPA1	1856884	1844316	9606.ENSP00000367787	9606.ENSP00000254719	0	0	0	0	0.269	0.367	0.900	0.334	0.965
KSR2	MAPK3	1852274	1845265	9606.ENSP00000339952	9606.ENSP00000263025	0	0	0	0	0.048	0.399	0.900	0.470	0.965
CREB1	PPARGC1A	1859295	1845634	9606.ENSP00000387699	9606.ENSP00000264867	0	0	0	0	0	0	0.900	0.670	0.965
TP53	DUSP1	1846083	1843515	9606.ENSP00000269305	9606.ENSP00000239223	0	0	0	0	0	0.071	0.900	0.661	0.965
UIMC1	RBBP8	1856644	1850507	9606.ENSP00000366434	9606.ENSP00000323050	0	0	0	0	0.053	0.359	0.900	0.505	0.965
SUMO1	PARP1	1857989	1854450	9606.ENSP00000376076	9606.ENSP00000355759	0	0	0	0	0.053	0.357	0.900	0.504	0.965
XRCC3	POLK	1852691	1843597	9606.ENSP00000343392	9606.ENSP00000241436	0.173	0	0	0	0.066	0.488	0.900	0.254	0.965
ERBB2	PLCG1	1846101	1843693	9606.ENSP00000269571	9606.ENSP00000244007	0	0	0	0	0	0.527	0.900	0.324	0.965
TNFRSF1B	TRADD	1856466	1852436	9606.ENSP00000365435	9606.ENSP00000341268	0	0	0	0	0	0.336	0.900	0.517	0.965
MDM2	CHEK1	1861282	1859362	9606.ENSP00000417281	9606.ENSP00000388648	0	0	0	0	0	0	0.900	0.666	0.965
DKK2	LRP6	1846957	1844891	9606.ENSP00000285311	9606.ENSP00000261349	0	0	0	0	0	0.285	0.900	0.551	0.965
RAD51C	POLK	1851908	1843597	9606.ENSP00000336701	9606.ENSP00000241436	0.173	0	0	0	0.066	0.488	0.900	0.254	0.965
GNB2L1	TNFRSF1A	1861691	1842286	9606.ENSP00000426909	9606.ENSP00000162749	0	0	0	0	0	0.360	0.900	0.507	0.965
SMAD2	SMAD7	1845079	1845078	9606.ENSP00000262160	9606.ENSP00000262158	0	0	0	0.685	0	0.536	0.900	0.888	0.965
CYP21A2	HSD11B2	1860743	1849905	9606.ENSP00000408860	9606.ENSP00000316786	0	0	0	0	0.062	0.095	0.900	0.627	0.964
HMGA2	TP53	1858894	1846083	9606.ENSP00000384026	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.659	0.964
TCF7L2	GCG	1862284	1859292	9606.ENSP00000444972	9606.ENSP00000387662	0	0	0	0	0	0	0.900	0.661	0.964
SMAD3	SMAD7	1851536	1845078	9606.ENSP00000332973	9606.ENSP00000262158	0	0	0	0.695	0	0.528	0.900	0.901	0.964
ARHGAP35	PTPN11	1859060	1852389	9606.ENSP00000385720	9606.ENSP00000340944	0	0	0	0	0.060	0	0.900	0.652	0.964
AGT	FOS	1854424	1848822	9606.ENSP00000355627	9606.ENSP00000306245	0	0	0	0	0	0.101	0.900	0.641	0.964
GRB2	KDR	1852164	1845437	9606.ENSP00000339007	9606.ENSP00000263923	0	0	0	0	0.050	0.418	0.900	0.427	0.964
HDAC1	SP1	1855935	1851138	9606.ENSP00000362649	9606.ENSP00000329357	0	0	0	0	0.049	0.446	0.900	0.404	0.964
POLD1	ERCC4	1860575	1849305	9606.ENSP00000406046	9606.ENSP00000310520	0	0	0	0	0.131	0.292	0.900	0.491	0.964
EGF	PXN	1845705	1843137	9606.ENSP00000265171	9606.ENSP00000228307	0	0	0	0	0	0	0.900	0.657	0.964
MAP2K1	IL2	1848411	1843096	9606.ENSP00000302486	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.659	0.964
SOS1	EGF	1858968	1845705	9606.ENSP00000384675	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.658	0.964
STAT3	GHR	1845584	1843268	9606.ENSP00000264657	9606.ENSP00000230882	0	0	0	0	0	0.394	0.900	0.455	0.964
GCG	PTH	1859292	1846770	9606.ENSP00000387662	9606.ENSP00000282091	0	0	0	0	0	0	0.900	0.659	0.964
NCOA2	NCOA1	1860191	1850298	9606.ENSP00000399968	9606.ENSP00000320940	0	0	0	0.774	0.222	0.483	0.900	0.787	0.964
VEGFA	SPARC	1855611	1843274	9606.ENSP00000361125	9606.ENSP00000231061	0	0	0	0	0	0.360	0.900	0.492	0.964
PIK3CG	CBL	1853801	1845465	9606.ENSP00000352121	9606.ENSP00000264033	0	0	0	0	0.108	0.145	0.900	0.583	0.964
NRIP1	PPARA	1850902	1845205	9606.ENSP00000327213	9606.ENSP00000262735	0	0	0	0	0	0.500	0.900	0.341	0.964
LEF1	CDH1	1845704	1844988	9606.ENSP00000265165	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.659	0.964
BTC	EGF	1858326	1845705	9606.ENSP00000379092	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.664	0.964
VEGFA	IGF1R	1855611	1845984	9606.ENSP00000361125	9606.ENSP00000268035	0	0	0	0	0	0.098	0.800	0.820	0.964
PLAU	FOS	1855748	1848822	9606.ENSP00000361850	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.660	0.964
RHOA	EGF	1860210	1845705	9606.ENSP00000400175	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.659	0.964
H2AFX	BARD1	1856252	1844829	9606.ENSP00000364310	9606.ENSP00000260947	0	0	0	0	0	0.337	0.900	0.500	0.964
BCL2L11	MAPK3	1858084	1845265	9606.ENSP00000376943	9606.ENSP00000263025	0	0	0	0	0	0.360	0.800	0.742	0.964
POLD3	LIG1	1845392	1845325	9606.ENSP00000263681	9606.ENSP00000263274	0	0	0	0	0.171	0	0.900	0.604	0.964
BRCA1	RAD51C	1861387	1851908	9606.ENSP00000418960	9606.ENSP00000336701	0	0	0	0	0.163	0	0.900	0.610	0.964
